Year,Prevalence Rate (%),Incidence Rate (%),Mortality Rate (%),Population Affected,Healthcare Access (%),Doctors per 1000,Hospital Beds per 1000,Average Treatment Cost ($$$),Recovery Rate (%),DALYs,Improvement in 5 Years (%),Per Capita Income (USD),Education Index,Urbanization Rate (%),Country_Australia,Country_Brazil,Country_Canada,Country_China,Country_France,Country_Germany,Country_India,Country_Indonesia,Country_Italy,Country_Japan,Country_Mexico,Country_Nigeria,Country_Russia,Country_Saudi Arabia,Country_South Africa,Country_South Korea,Country_Turkey,Country_UK,Country_USA,Disease Name_Asthma,Disease Name_COVID-19,Disease Name_Cancer,Disease Name_Cholera,Disease Name_Dengue,Disease Name_Diabetes,Disease Name_Ebola,Disease Name_HIV/AIDS,Disease Name_Hepatitis,Disease Name_Hypertension,Disease Name_Influenza,Disease Name_Leprosy,Disease Name_Malaria,Disease Name_Measles,Disease Name_Parkinson's Disease,Disease Name_Polio,Disease Name_Rabies,Disease Name_Tuberculosis,Disease Name_Zika,Disease Category_Bacterial,Disease Category_Cardiovascular,Disease Category_Chronic,Disease Category_Genetic,Disease Category_Infectious,Disease Category_Metabolic,Disease Category_Neurological,Disease Category_Parasitic,Disease Category_Respiratory,Disease Category_Viral,Age Group_19-35,Age Group_36-60,Age Group_61+,Gender_Male,Gender_Other,Treatment Type_Surgery,Treatment Type_Therapy,Treatment Type_Vaccination,Availability of Vaccines/Treatment_Yes
2006,12.6,3.37,7.88,840372,94.38,0.82,4.76,47664,76.01,1165,5.67,5849,0.82,57.49,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2006,7.76,13.43,8.15,715887,78.58,3.28,8.36,41164,54.34,2847,5.72,22700,0.83,40.65,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
2009,18.58,11.13,3.4,543861,86.07,3.04,9.1,14671,86.21,4807,8.45,91607,0.67,81.46,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
2004,8.5,13.84,4.81,933501,80.65,2.12,9.21,30755,86.67,4558,3.69,88317,0.82,63.4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
2020,17.95,2.64,6.13,264557,98.62,2.65,8.42,8203,55.27,1025,1.15,73360,0.67,50.93,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2024,0.21,10.34,1.96,263477,98.49,2.27,2.66,14088,52.76,1705,3.13,43233,0.61,75.08,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False
2019,11.64,13.98,8.08,16688,89.16,3.11,6.79,21699,58.4,3413,0.98,30250,0.51,26.62,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False
2021,16.89,2.28,8.52,761302,50.41,1.98,2.06,38765,54.03,3597,6.97,49689,0.5,25.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True
2010,0.32,5.83,2.61,601459,80.56,3.48,1.61,25446,55.96,2808,6.06,48806,0.81,42.76,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False
2023,14.77,14.26,7.36,457592,53.44,4.08,7.45,34511,67.64,2816,0.41,57776,0.82,77.74,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False
2000,6.46,14.2,6.62,140944,90.68,2.16,1.07,28745,74.59,445,3.68,41555,0.43,54.22,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2000,10.62,1.03,0.65,289468,99.04,0.55,8.24,14646,75.55,2624,1.36,982,0.56,50.53,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True
2012,10.43,6.54,7.51,660978,52.33,1.16,6.09,27828,95.3,4792,8.89,66525,0.56,30.04,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2023,10.51,6.11,4.55,670291,81.84,4.62,2.27,2143,75.99,2624,3.24,78524,0.42,36.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True
2008,16.31,13.15,9.56,116187,67.35,2.96,8.81,45146,82.0,819,6.48,14628,0.52,68.48,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
2010,7.13,10.64,5.9,986630,52.67,3.17,5.21,2529,57.08,4280,4.77,61877,0.7,58.61,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
2001,4.81,13.17,8.72,987406,62.77,0.91,1.46,39478,75.3,564,3.19,75384,0.89,69.3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
2000,7.34,2.3,2.86,529219,61.66,2.64,5.28,15446,80.88,4251,4.11,53210,0.45,88.8,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2022,7.91,9.36,7.1,735231,95.92,4.88,1.47,17082,59.1,4089,4.05,70375,0.45,28.78,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False
2021,13.53,2.3,1.07,12497,76.57,3.1,3.83,17755,77.05,3425,6.21,7484,0.59,70.28,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True
2022,3.1,6.03,1.57,485287,63.98,0.92,1.45,8073,88.13,4676,1.54,38153,0.72,79.87,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True
2023,1.63,11.94,9.35,820933,70.51,4.92,3.36,43703,60.97,779,6.29,64087,0.76,21.24,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
2008,10.72,12.28,7.43,346244,70.45,4.91,6.46,1949,93.43,533,2.27,35500,0.49,28.31,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True
2009,8.94,2.95,5.93,598804,82.16,3.93,7.02,1965,83.56,1296,2.13,25549,0.44,87.77,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True
2023,6.3,3.88,1.58,986205,65.37,4.26,9.33,23401,65.09,41,1.0,49883,0.63,79.76,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False
2007,4.54,2.9,3.63,151650,72.93,4.79,4.09,36923,62.44,3516,5.26,64209,0.79,71.55,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
2018,19.08,11.96,8.74,581212,65.54,0.59,3.96,26980,60.68,1482,1.19,27903,0.41,24.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True
2010,9.17,7.35,0.9,667904,77.26,2.86,9.75,33733,65.0,4317,7.29,5023,0.81,59.44,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False
2017,3.52,5.49,2.83,568755,86.56,3.54,4.76,45985,96.65,4494,9.87,97358,0.73,70.2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True
2013,19.02,0.23,7.96,642247,93.19,4.01,1.26,41931,81.35,2263,6.37,90364,0.76,86.59,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2016,15.92,12.8,4.39,532124,72.16,4.87,9.51,25310,66.56,4789,0.34,34235,0.44,89.97,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2019,6.78,2.86,1.98,407762,57.43,2.79,8.17,16508,64.51,2926,8.08,22392,0.8,34.67,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2003,4.9,1.15,2.93,318796,61.85,1.56,1.96,23629,79.53,2513,5.31,44005,0.61,72.11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
2010,17.22,8.78,9.1,542026,52.7,4.15,2.42,4459,81.48,137,5.25,32184,0.74,69.79,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
2023,6.98,6.04,4.71,624879,82.13,2.89,8.16,31902,62.5,4578,6.31,19271,0.44,61.01,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2018,0.21,3.51,5.3,923561,53.62,3.7,5.3,19439,77.38,2007,6.78,61038,0.5,71.89,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
2022,16.84,14.01,9.32,355034,98.87,4.54,5.46,40931,87.21,874,8.64,35206,0.52,26.88,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True
2011,9.42,14.4,5.38,362984,97.59,0.57,4.38,39783,98.41,1709,8.25,57771,0.72,25.61,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
2013,18.99,11.28,1.3,211440,52.36,4.74,3.08,14725,81.76,2101,5.57,77834,0.52,31.62,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
2024,5.14,2.44,6.54,847872,87.65,3.36,9.65,40348,87.0,2814,9.8,86514,0.63,77.53,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
2003,15.19,8.92,4.49,85854,86.28,2.5,8.81,30463,54.34,3117,1.34,46150,0.83,82.65,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,True
2002,12.39,11.03,6.79,692357,70.56,4.74,6.7,2043,57.79,2544,3.43,79056,0.67,33.63,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True
2022,7.82,0.38,4.99,464661,98.18,3.13,7.7,25003,50.65,963,3.15,42456,0.65,58.32,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,True
2015,16.46,10.26,4.35,356280,62.24,2.0,9.74,14647,54.49,363,9.26,3168,0.59,87.74,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
2013,14.81,14.94,6.28,610333,70.82,0.7,2.18,2766,54.34,437,3.15,8419,0.58,84.7,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2023,14.06,11.26,1.97,108764,94.47,4.85,1.73,15698,77.86,1887,0.11,53712,0.72,60.19,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2011,0.67,14.63,2.55,133769,82.3,4.98,1.04,35639,96.41,1673,5.83,56252,0.82,65.73,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False
2002,19.28,6.36,2.43,993635,89.01,0.79,2.3,37327,61.31,737,9.62,31315,0.82,72.03,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2021,19.93,2.45,7.88,753333,88.73,2.3,7.87,44533,56.1,2684,5.33,95781,0.89,82.67,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False
2012,0.35,4.84,1.48,815033,99.05,2.52,7.07,10946,71.51,211,0.84,65584,0.79,46.28,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2013,1.09,10.39,8.03,805859,52.41,1.11,8.81,35711,89.4,493,3.1,55824,0.42,31.91,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2019,18.07,2.72,6.92,75697,84.79,4.94,1.81,40484,75.33,2965,9.96,37158,0.71,60.78,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True
2014,10.09,10.16,3.89,950038,76.79,3.16,4.52,46657,70.64,4929,1.93,93646,0.51,27.79,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True
2012,13.0,6.86,0.42,849445,71.39,2.77,6.41,46534,69.96,3717,3.41,53717,0.54,79.52,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
2009,6.43,14.05,4.35,87285,85.52,1.31,2.04,32483,56.85,1919,1.6,48389,0.81,37.43,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
2013,3.76,9.94,7.64,66516,69.04,0.86,6.82,32086,88.82,1537,8.59,34810,0.7,23.06,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
2011,4.77,9.76,4.34,615899,68.29,2.75,5.96,15797,73.9,1445,5.41,8427,0.74,80.46,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False
2015,14.99,8.18,4.48,109045,85.74,2.89,5.31,41696,80.93,2969,1.42,46209,0.54,36.1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
2019,1.71,2.55,8.21,556011,99.56,0.54,5.44,44782,79.39,997,1.51,83358,0.87,41.08,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
2000,7.3,6.43,9.1,240456,67.46,4.38,5.07,2034,52.45,2077,8.39,40381,0.55,87.62,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2013,9.67,6.03,3.6,946379,73.01,4.72,7.78,42808,66.46,1347,7.69,22362,0.52,39.14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False
2022,10.7,13.52,3.81,69807,53.61,0.98,2.52,35859,98.62,4911,6.44,13847,0.47,33.1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True
2015,8.77,13.51,5.49,800148,73.45,3.5,2.27,18050,96.96,4717,8.53,26273,0.75,52.69,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004,12.02,4.28,3.14,160347,63.27,2.89,2.43,45908,95.67,922,5.32,81241,0.79,65.23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
2010,0.79,10.18,1.0,807440,62.47,1.7,8.49,26771,73.06,1523,1.55,32712,0.73,67.04,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
2000,13.58,13.78,9.74,170019,55.78,2.22,4.42,45089,62.79,4102,1.15,12682,0.86,70.44,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True
2016,19.56,12.95,4.41,202881,75.25,2.87,3.29,41751,66.66,1188,4.47,61208,0.88,35.79,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2022,19.51,4.68,6.78,277386,95.14,1.57,1.3,9921,69.46,3078,7.88,21863,0.69,89.42,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2009,2.55,6.08,7.14,6835,61.58,4.47,5.32,44808,51.23,1267,9.97,33833,0.89,35.16,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
2016,0.35,5.73,6.89,757237,90.81,1.39,7.55,4338,56.95,3700,1.11,17309,0.73,58.2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
2002,7.84,5.73,7.7,530707,84.97,1.72,1.23,13363,86.71,408,4.07,38710,0.75,77.85,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True
2009,6.84,8.19,4.73,546672,82.22,0.53,6.1,25220,57.63,2607,5.74,84253,0.61,70.8,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2006,2.49,2.65,0.64,664120,58.71,1.74,2.4,3754,72.0,412,8.03,67620,0.5,51.75,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False
2018,7.68,14.19,4.9,216202,58.11,2.35,3.14,14783,66.2,2494,1.77,24227,0.48,40.48,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True
2024,11.57,4.37,3.56,628890,81.68,3.73,0.87,40335,56.25,2096,3.94,35316,0.86,42.4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True
2004,14.37,11.13,4.69,998956,65.47,4.18,7.48,7421,79.42,4150,2.08,38735,0.74,21.93,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
2023,15.4,5.7,3.92,102457,80.43,2.42,8.41,33421,71.49,1560,7.06,88768,0.43,60.73,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
2022,8.03,14.96,7.94,964998,60.11,3.29,5.03,7988,72.57,182,8.91,66831,0.82,51.18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True
